*********************************************
*** Started on 2024-10-18 14:35:11.198710 ***
*********************************************

Mod ID: 4620d9e1-3ab7-442a-be44-263765c8b5a8
Mod Name: !!!皇家海军HMS
Mod Comp.Name: 皇家海军HMS
Mod Authors: 无言Infinite

Mod Name (no extra): !!!皇家海军HMS
Mod Name (clean): 皇家海军HMS
Mod Comp.Name (clean): 皇家海军HMS

Mod Name (HTML): !HMS
Mod Name (HTML - en_US): !HMS

CREATED: C:/Users/humpel/Documents/Firaxis ModBuddy/Civilization VI/CTC - ComputerTranslatedCivilizations/CTC - Computer Translated Civilizations/2427345328

CREATED DIR (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328
COPIED (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328\!!HMS!!.modinfo


------------------------------------------------------------
FrontEndActions:
------------------------------------------------------------
XML file found: HMS_Text.xml
COPIED (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328/HMS_Text.xml

------------------------------------------------------------
InGameActions:
------------------------------------------------------------
XML file found: HMS_Text.xml
Found (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328/HMS_Text.xml


------------------------------------------------------------
Entries found: {'en_US': 0, 'fr_FR': 0, 'de_DE': 0, 'it_IT': 0, 'es_ES': 0, 'ja_JP': 0, 'ru_RU': 0, 'pl_PL': 0, 'ko_KR': 0, 'zh_Hans_CN': 90, 'zh_Hant_HK': 0}
FrontEnd entries: {'en_US': 0, 'fr_FR': 0, 'de_DE': 0, 'it_IT': 0, 'es_ES': 0, 'ja_JP': 0, 'ru_RU': 0, 'pl_PL': 0, 'ko_KR': 0, 'zh_Hans_CN': 45, 'zh_Hant_HK': 0}
InGame entries: {'en_US': 0, 'fr_FR': 0, 'de_DE': 0, 'it_IT': 0, 'es_ES': 0, 'ja_JP': 0, 'ru_RU': 0, 'pl_PL': 0, 'ko_KR': 0, 'zh_Hans_CN': 45, 'zh_Hant_HK': 0}
------------------------------------------------------------
Max entries: ['zh_Hans_CN']
Default language: zh_Hans_CN: 90


FrontEnd translations:

  1 - LOC_BUILDING_HMS_ROYAL_OFFICE_NAME:  (5) ->  en_US(22)   fr_FR(21)   de_DE(21)   it_IT(21)   es_ES(19)   ja_JP(2)   ru_RU(25)   pl_PL(23)   ko_KR(5)   zh_Hant_HK(5)   
------------------------------------------------------------

FrontEnd file for en_US
InGame file for en_US
FrontEnd file for fr_FR
InGame file for fr_FR
FrontEnd file for de_DE
InGame file for de_DE
FrontEnd file for it_IT
InGame file for it_IT
FrontEnd file for es_ES
InGame file for es_ES
FrontEnd file for ja_JP
InGame file for ja_JP
FrontEnd file for ru_RU
InGame file for ru_RU
FrontEnd file for pl_PL
InGame file for pl_PL
FrontEnd file for ko_KR
InGame file for ko_KR
FrontEnd file for zh_Hant_HK
InGame file for zh_Hant_HK

------------------------------------------------------------
Building ModBuddy File
------------------------------------------------------------
C:/Users/humpel/Documents/Firaxis ModBuddy/Civilization VI/CTC - ComputerTranslatedCivilizations/CTC - Computer Translated Civilizations/CTC - Computer Translated Civilizations.civ6proj
  ActionCriteriaData -------
    Comment line ADDED!
    ActionCriteria FrontEnd node ADDED: 2427345328_FrontEnd
    ActionCriteria InGame node ADDED: 2427345328_InGame
  FrontEndActionData -------
    Comment line ADDED!
    UpdateText node ADDED! 2427345328_FrontEnd
      File node ADDED: 2427345328/frontend_en_US.xml
      File node ADDED: 2427345328/frontend_fr_FR.xml
      File node ADDED: 2427345328/frontend_de_DE.xml
      File node ADDED: 2427345328/frontend_it_IT.xml
      File node ADDED: 2427345328/frontend_es_ES.xml
      File node ADDED: 2427345328/frontend_ja_JP.xml
      File node ADDED: 2427345328/frontend_ru_RU.xml
      File node ADDED: 2427345328/frontend_pl_PL.xml
      File node ADDED: 2427345328/frontend_ko_KR.xml
      File node ADDED: 2427345328/frontend_zh_Hant_HK.xml
  InGameActionData -------
    Comment line ADDED!
    UpdateText node ADDED! 2427345328_InGame
      File node ADDED: 2427345328/ingame_en_US.xml
      File node ADDED: 2427345328/ingame_fr_FR.xml
      File node ADDED: 2427345328/ingame_de_DE.xml
      File node ADDED: 2427345328/ingame_it_IT.xml
      File node ADDED: 2427345328/ingame_es_ES.xml
      File node ADDED: 2427345328/ingame_ja_JP.xml
      File node ADDED: 2427345328/ingame_ru_RU.xml
      File node ADDED: 2427345328/ingame_pl_PL.xml
      File node ADDED: 2427345328/ingame_ko_KR.xml
      File node ADDED: 2427345328/ingame_zh_Hant_HK.xml
  ItemGroups -------
    Folder entry ADDED! 2427345328\ 
    Content entry ADDED! 2427345328\frontend_en_US.xml
    Content entry ADDED! 2427345328\ingame_en_US.xml
    Content entry ADDED! 2427345328\frontend_fr_FR.xml
    Content entry ADDED! 2427345328\ingame_fr_FR.xml
    Content entry ADDED! 2427345328\frontend_de_DE.xml
    Content entry ADDED! 2427345328\ingame_de_DE.xml
    Content entry ADDED! 2427345328\frontend_it_IT.xml
    Content entry ADDED! 2427345328\ingame_it_IT.xml
    Content entry ADDED! 2427345328\frontend_es_ES.xml
    Content entry ADDED! 2427345328\ingame_es_ES.xml
    Content entry ADDED! 2427345328\frontend_ja_JP.xml
    Content entry ADDED! 2427345328\ingame_ja_JP.xml
    Content entry ADDED! 2427345328\frontend_ru_RU.xml
    Content entry ADDED! 2427345328\ingame_ru_RU.xml
    Content entry ADDED! 2427345328\frontend_pl_PL.xml
    Content entry ADDED! 2427345328\ingame_pl_PL.xml
    Content entry ADDED! 2427345328\frontend_ko_KR.xml
    Content entry ADDED! 2427345328\ingame_ko_KR.xml
    Content entry ADDED! 2427345328\frontend_zh_Hant_HK.xml
    Content entry ADDED! 2427345328\ingame_zh_Hant_HK.xml

******************************************
*** Finished on 2024-10-18 14:38:45.502767
******************************************
Finished in 214.304057 seconds
Number of requests: 451
  Characters sent: 14120
  Characters received: 25649
      {'en_US': 2738, 'fr_FR': 3079, 'de_DE': 3165, 'it_IT': 2992, 'es_ES': 3045, 'ja_JP': 1663, 'ru_RU': 2854, 'pl_PL': 3055, 'ko_KR': 1647, 'zh_Hans_CN': 0, 'zh_Hant_HK': 1411}
